county,state,count,,
171,32,,,
73,32,,,
103,32,,,
91,32,,,
7,32,,,
149,32,,,
31,32,,,
15,32,,,
163,32,,,
63,32,,,
51,32,,,
27,32,,,
113,32,,,
29,32,,,
85,32,,,
167,32,,,
 ,32,,,
77,32,,,
175,32,,,
69,32,,,
49,32,,,
17,32,,,
57,32,,,
161,32,,,
11,32,,,
143,32,,,
23,32,,,
83,32,,,
39,32,,,
61,32,,,
137,32,,,
65,32,11,,
45,32,11,,
97,32,11,,
37,32,11,,
133,32,12,,
87,32,12,,
35,32,12,,
123,32,13,,
21,32,13,,
107,32,13,,
179,32,13,,
99,32,13,,
81,32,14,,
125,32,14,,
139,32,14,,
169,32,14,,
59,32,15,,
127,32,15,,
181,32,16,,
33,32,16,,
129,32,17,,
93,32,18,,
173,32,19,,
41,32,19,,
3,32,21,,
105,32,22,,
89,32,24,,
43,32,26,,
177,32,27,,
121,32,28,,
95,32,29,,
159,32,29,,
141,32,31,,
147,32,32,,
47,32,32,,
145,32,32,,
151,32,34,,
101,32,35,,
131,32,39,,
119,32,57,,
185,32,60,,
13,32,66,,
155,32,66,,
25,32,76,,
1,32,97,,
53,32,112,,
19,32,112,,
0,32,117,,
157,32,144,,
67,32,167,,
111,32,172,,
153,32,216,,
79,32,238,,
109,32,1451,,
55,32,1479,,
11,33,,,
9,33,,,
17,33,,,
27,33,,,
15,33,,,
 ,33,,,
21,33,13,,
831,33,16,,
33,33,17,,
13,33,23,,
0,33,67,,
803,33,77,,
5,33,97,,
1,33,157,,
7,33,163,,
23,33,168,,
19,33,200,,
510,33,282,,
731,33,566,,
703,33,1941,,
 ,34,,,
0,34,93,,
5,34,152,,
19,34,163,,
3,34,172,,
7,34,176,,
9,34,260,,
1,34,292,,
15,34,469,,
17,34,844,,
13,34,867,,
11,34,1756,,
19,35,110,,
 ,35,132,,
41,35,199,,
9,35,256,,
35,35,292,,
33,35,308,,
37,35,315,,
27,35,351,,
5,35,687,,
15,35,730,,
3,35,746,,
1,35,876,,
25,35,944,,
11,35,968,,
39,35,977,,
23,35,1008,,
21,35,1184,,
17,35,1305,,
31,35,1475,,
29,35,1493,,
7,35,1955,,
13,35,3420,,
21,36,,,
 ,36,,,
28,36,,,
3,36,11,,
59,36,12,,
11,36,20,,
19,36,24,,
23,36,24,,
33,36,31,,
51,36,56,,
6,36,64,,
27,36,79,,
37,36,86,,
29,36,95,,
31,36,101,,
41,36,102,,
53,36,109,,
57,36,112,,
17,36,112,,
7,36,116,,
25,36,178,,
35,36,191,,
55,36,192,,
15,36,230,,
43,36,245,,
5,36,261,,
9,36,266,,
47,36,287,,
61,36,290,,
39,36,333,,
45,36,356,,
49,36,461,,
13,36,1000,,
1,36,2266,,
 ,37,17,,
41,37,47,,
79,37,117,,
49,37,206,,
97,37,212,,
999,37,217,,
95,37,287,,
121,37,291,,
123,37,312,,
99,37,325,,
25,37,326,,
107,37,365,,
77,37,372,,
37,37,411,,
31,37,441,,
21,37,466,,
17,37,487,,
53,37,490,,
73,37,490,,
87,37,496,,
51,37,500,,
39,37,502,,
43,37,509,,
23,37,540,,
33,37,599,,
3,37,655,,
45,37,702,,
117,37,705,,
109,37,718,,
115,37,728,,
113,37,749,,
105,37,750,,
69,37,878,,
19,37,993,,
15,37,1010,,
101,37,1019,,
11,37,1025,,
57,37,1050,,
27,37,1078,,
9,37,1085,,
89,37,1224,,
111,37,1347,,
91,37,1436,,
35,37,1452,,
71,37,1696,,
75,37,1896,,
83,37,1944,,
5,37,2171,,
119,37,2178,,
93,37,2211,,
65,37,2421,,
13,37,2551,,
1,37,2640,,
59,37,2673,,
63,37,2706,,
67,37,4238,,
103,37,5737,,
55,37,5968,,
29,37,9361,,
61,37,47872,,
 ,38,,,
95,38,21,,
177,38,23,,
73,38,33,,
29,38,41,,
187,38,52,,
137,38,84,,
149,38,84,,
5,38,85,,
79,38,97,,
143,38,97,,
199,38,99,,
185,38,111,,
91,38,113,,
41,38,118,,
43,38,119,,
121,38,119,,
103,38,121,,
53,38,129,,
131,38,137,,
75,38,140,,
9,38,149,,
189,38,155,,
11,38,161,,
37,38,162,,
175,38,165,,
55,38,169,,
117,38,171,,
7,38,177,,
115,38,179,,
15,38,183,,
59,38,189,,
33,38,190,,
113,38,207,,
197,38,222,,
77,38,249,,
123,38,254,,
173,38,264,,
163,38,292,,
181,38,292,,
169,38,305,,
3,38,307,,
13,38,320,,
139,38,323,,
93,38,324,,
39,38,336,,
141,38,353,,
165,38,364,,
69,38,372,,
135,38,377,,
83,38,383,,
145,38,388,,
61,38,397,,
31,38,402,,
17,38,430,,
193,38,452,,
125,38,464,,
167,38,484,,
105,38,488,,
107,38,493,,
179,38,498,,
99,38,501,,
153,38,544,,
195,38,547,,
65,38,586,,
191,38,616,,
111,38,650,,
49,38,655,,
47,38,727,,
89,38,755,,
127,38,775,,
171,38,783,,
63,38,785,,
85,38,794,,
101,38,859,,
27,38,891,,
147,38,924,,
157,38,943,,
151,38,1010,,
25,38,1016,,
1,38,1041,,
109,38,1058,,
133,38,1068,,
87,38,1080,,
19,38,1133,,
23,38,1158,,
159,38,1192,,
97,38,1216,,
161,38,1243,,
35,38,1277,,
45,38,1362,,
67,38,1503,,
129,38,1551,,
57,38,1555,,
155,38,1576,,
81,38,1759,,
21,38,1800,,
183,38,2024,,
51,38,2410,,
71,38,2416,,
119,38,2799,,
33,39,,,
11,39,,,
27,39,,,
41,39,,,
37,39,,,
65,39,,,
1,39,,,
23,39,,,
39,39,,,
81,39,,,
13,39,,,
29,39,,,
21,39,,,
45,39,,,
31,39,,,
91,39,,,
25,39,,,
51,39,,,
95,39,,,
47,39,,,
63,39,,,
83,39,,,
73,39,,,
103,39,,,
75,39,,,
43,39,,,
19,39,,,
97,39,,,
9,39,12,,
99,39,12,,
67,39,13,,
49,39,13,,
55,39,13,,
69,39,14,,
61,39,14,,
85,39,15,,
53,39,18,,
57,39,18,,
3,39,32,,
77,39,42,,
89,39,58,,
71,39,68,,
105,39,82,,
59,39,89,,
93,39,91,,
5,39,109,,
79,39,118,,
35,39,148,,
101,39,164,,
15,39,182,,
17,39,304,,
 ,41,72,,
121,41,130,,
111,41,134,,
175,41,154,,
137,41,157,,
69,41,245,,
161,41,272,,
107,41,273,,
115,41,287,,
55,41,290,,
123,41,304,,
171,41,304,,
75,41,307,,
159,41,319,,
163,41,335,,
67,41,359,,
19,41,374,,
125,41,393,,
11,41,402,,
51,41,416,,
117,41,423,,
135,41,429,,
73,41,460,,
91,41,463,,
65,41,466,,
21,41,481,,
33,41,517,,
105,41,547,,
5,41,549,,
63,41,567,,
97,41,568,,
1,41,570,,
167,41,576,,
31,41,593,,
37,41,600,,
147,41,602,,
39,41,621,,
53,41,658,,
131,41,667,,
173,41,695,,
79,41,713,,
149,41,722,,
83,41,752,,
143,41,758,,
41,41,775,,
27,41,784,,
165,41,810,,
47,41,860,,
77,41,860,,
15,41,891,,
13,41,907,,
109,41,972,,
59,41,1013,,
127,41,1042,,
129,41,1063,,
3,41,1083,,
103,41,1105,,
29,41,1157,,
87,41,1162,,
71,41,1248,,
9,41,1276,,
169,41,1277,,
145,41,1280,,
139,41,1282,,
101,41,1321,,
133,41,1374,,
43,41,1389,,
45,41,1454,,
999,41,1539,,
81,41,1542,,
85,41,1607,,
141,41,1688,,
57,41,1689,,
7,41,1786,,
157,41,1921,,
25,41,2005,,
155,41,2629,,
23,41,2891,,
89,41,3000,,
99,41,3002,,
119,41,3013,,
93,41,3916,,
17,41,4094,,
151,41,5215,,
153,41,6910,,
113,41,7117,,
95,41,7729,,
61,41,9558,,
49,41,14909,,
35,41,15726,,
25,42,,,
129,42,,,
999,42,,,
43,42,,,
59,42,11,,
7,42,14,,
57,42,18,,
139,42,18,,
93,42,18,,
45,42,19,,
3,42,31,,
53,42,33,,
151,42,36,,
33,42,38,,
85,42,45,,
149,42,46,,
29,42,49,,
73,42,50,,
55,42,50,,
141,42,53,,
67,42,55,,
77,42,57,,
11,42,61,,
103,42,63,,
63,42,67,,
39,42,72,,
75,42,74,,
105,42,78,,
99,42,82,,
127,42,95,,
69,42,108,,
95,42,112,,
15,42,114,,
107,42,119,,
61,42,126,,
0,42,143,,
35,42,145,,
9,42,152,,
91,42,154,,
153,42,158,,
 ,42,159,,
5,42,163,,
117,42,164,,
133,42,172,,
137,42,175,,
49,42,176,,
23,42,188,,
89,42,201,,
81,42,206,,
1,42,209,,
113,42,223,,
87,42,251,,
83,42,261,,
51,42,265,,
115,42,313,,
65,42,330,,
121,42,332,,
123,42,335,,
17,42,365,,
97,42,372,,
21,42,373,,
145,42,383,,
13,42,396,,
125,42,413,,
41,42,436,,
71,42,475,,
119,42,479,,
131,42,495,,
47,42,496,,
111,42,512,,
147,42,520,,
135,42,537,,
79,42,639,,
37,42,651,,
19,42,663,,
31,42,867,,
101,42,909,,
27,42,1433,,
143,42,5011,,
109,42,5423,,
0,43,,,
999,43,,,
69,43,,,
55,43,12,,
21,43,15,,
 ,43,21,,
37,43,46,,
23,43,52,,
25,43,52,,
49,43,67,,
63,43,68,,
27,43,88,,
1,43,130,,
15,43,163,,
31,43,167,,
57,43,232,,
61,43,270,,
45,43,325,,
65,43,335,,
3,43,336,,
7,43,352,,
13,43,369,,
59,43,489,,
9,43,535,,
53,43,600,,
11,43,667,,
41,43,733,,
35,43,758,,
71,43,857,,
33,43,1169,,
17,43,1274,,
19,43,1548,,
43,43,1555,,
67,43,1824,,
29,43,2126,,
5,43,2527,,
47,43,2709,,
39,43,3361,,
51,43,7637,,
53,45,16,,
113,45,30,,
23,45,44,,
5,45,53,,
63,45,64,,
99,45,68,,
105,45,79,,
57,45,88,,
93,45,97,,
67,45,100,,
19,45,114,,
125,45,118,,
119,45,120,,
7,45,124,,
1,45,138,,
75,45,143,,
109,45,150,,
51,45,155,,
123,45,156,,
9,45,159,,
31,45,164,,
59,45,165,,
115,45,179,,
131,45,180,,
103,45,206,,
111,45,215,,
35,45,217,,
117,45,243,,
127,45,246,,
41,45,274,,
61,45,274,,
47,45,285,,
129,45,290,,
43,45,294,,
65,45,298,,
39,45,317,,
87,45,348,,
21,45,352,,
37,45,357,,
33,45,374,,
55,45,379,,
73,45,382,,
29,45,397,,
25,45,432,,
83,45,460,,
27,45,496,,
13,45,498,,
15,45,513,,
97,45,579,,
121,45,588,,
89,45,626,,
85,45,689,,
95,45,699,,
133,45,815,,
107,45,841,,
91,45,852,,
3,45,1008,,
11,45,1013,,
17,45,1055,,
81,45,1085,,
69,45,1205,,
77,45,1207,,
45,45,1208,,
 ,45,1308,,
71,45,1559,,
49,45,1767,,
79,45,1912,,
101,45,4816,,
 ,48,,,
5,48,12,,
65,48,32,,
9,48,54,,
37,48,61,,
11,48,69,,
17,48,72,,
49,48,75,,
53,48,84,,
61,48,89,,
81,48,93,,
1,48,110,,
69,48,137,,
39,48,154,,
89,48,174,,
67,48,180,,
23,48,182,,
13,48,190,,
29,48,237,,
27,48,241,,
71,48,247,,
25,48,251,,
35,48,267,,
33,48,277,,
43,48,291,,
73,48,303,,
87,48,328,,
31,48,338,,
59,48,386,,
57,48,445,,
15,48,451,,
75,48,459,,
21,48,464,,
47,48,498,,
85,48,635,,
55,48,644,,
7,48,790,,
3,48,863,,
91,48,904,,
41,48,991,,
19,48,994,,
77,48,1479,,
51,48,1483,,
83,48,1513,,
63,48,1622,,
79,48,1791,,
45,48,2665,,
75,49,,,
43,49,,,
69,49,,,
61,49,,,
49,49,,,
107,49,,,
111,49,,,
55,49,,,
3,49,,,
9,49,,,
91,49,,,
63,49,,,
45,49,,,
95,49,,,
21,49,,,
117,49,,,
73,49,,,
105,49,,,
77,49,,,
53,49,,,
87,49,,,
101,49,,,
25,49,,,
17,49,,,
97,49,,,
125,49,,,
15,49,,,
57,49,,,
37,49,,,
51,49,,,
85,49,,,
137,49,11,,
39,49,13,,
79,49,14,,
123,49,14,,
67,49,14,,
129,49,15,,
47,49,15,,
999,49,15,,
33,49,16,,
109,49,17,,
31,49,18,,
71,49,19,,
115,49,19,,
11,49,24,,
27,49,24,,
127,49,26,,
7,49,27,,
83,49,28,,
121,49,29,,
23,49,29,,
41,49,32,,
5,49,33,,
35,49,34,,
19,49,36,,
65,49,54,,
29,49,54,,
135,49,55,,
81,49,57,,
13,49,59,,
93,49,64,,
113,49,82,,
99,49,385,,
103,49,506,,
127,50,29,,
137,50,33,,
135,50,40,,
175,50,55,,
27,50,62,,
169,50,68,,
101,50,76,,
83,50,79,,
171,50,98,,
61,50,101,,
47,50,105,,
75,50,105,,
15,50,118,,
161,50,118,,
23,50,119,,
33,50,121,,
95,50,125,,
181,50,126,,
 ,50,139,,
103,50,139,,
87,50,143,,
39,50,143,,
111,50,144,,
69,50,149,,
51,50,151,,
67,50,152,,
91,50,152,,
131,50,155,,
121,50,158,,
185,50,162,,
153,50,164,,
85,50,164,,
41,50,167,,
115,50,179,,
49,50,191,,
129,50,193,,
97,50,200,,
167,50,200,,
159,50,211,,
5,50,214,,
139,50,222,,
7,50,231,,
187,50,238,,
183,50,242,,
117,50,250,,
71,50,254,,
81,50,283,,
109,50,286,,
17,50,294,,
151,50,294,,
173,50,298,,
123,50,307,,
57,50,310,,
105,50,314,,
53,50,316,,
25,50,322,,
79,50,340,,
133,50,345,,
147,50,371,,
21,50,410,,
99,50,411,,
77,50,413,,
0,50,416,,
55,50,435,,
119,50,535,,
3,50,539,,
113,50,548,,
31,50,554,,
45,50,558,,
59,50,585,,
107,50,618,,
145,50,621,,
19,50,621,,
1,50,635,,
89,50,679,,
141,50,707,,
143,50,710,,
179,50,717,,
43,50,752,,
189,50,754,,
9,50,758,,
165,50,785,,
35,50,789,,
177,50,790,,
73,50,815,,
13,50,829,,
63,50,853,,
29,50,882,,
155,50,1008,,
125,50,1025,,
11,50,1062,,
149,50,1475,,
163,50,2069,,
65,50,2099,,
93,50,3949,,
157,50,4309,,
37,50,4346,,
283,51,,,
205,51,,,
433,51,,,
271,51,,,
327,51,,,
359,51,,,
125,51,,,
105,51,,,
155,51,,,
243,51,,,
383,51,,,
431,51,,,
435,51,,,
95,51,,,
501,51,,,
79,51,,,
411,51,,,
11,51,,,
191,51,,,
229,51,,,
413,51,,,
195,51,,,
109,51,,,
43,51,,,
175,51,,,
369,51,,,
275,51,,,
461,51,,,
103,51,,,
69,51,,,
377,51,,,
447,51,,,
197,51,,,
385,51,,,
445,51,,,
151,51,,,
211,51,,,
31,51,,,
483,51,,,
267,51,,,
247,51,,,
81,51,,,
65,51,,,
319,51,,,
17,51,,,
87,51,,,
129,51,,,
207,51,,,
391,51,,,
305,51,,,
999,51,,,
399,51,,,
107,51,,,
371,51,,,
333,51,,,
357,51,,,
111,51,,,
75,51,,,
505,51,,,
237,51,,,
389,51,,,
465,51,,,
115,51,,,
171,51,,,
437,51,,,
507,51,,,
163,51,,,
153,51,,,
127,51,,,
77,51,,,
475,51,,,
417,51,,,
23,51,,,
117,51,,,
255,51,,,
169,51,,,
463,51,,,
119,51,,,
3,51,,,
159,51,,,
425,51,,,
341,51,,,
47,51,,,
165,51,,,
9,51,,,
161,51,,,
83,51,11,,
177,51,11,,
57,51,11,,
287,51,12,,
307,51,12,,
193,51,12,,
297,51,12,,
15,51,12,,
313,51,13,,
225,51,13,,
259,51,13,,
495,51,13,,
429,51,14,,
93,51,14,,
285,51,14,,
387,51,15,,
289,51,15,,
489,51,15,,
59,51,15,,
405,51,16,,
253,51,16,,
149,51,16,,
395,51,16,,
35,51,17,,
335,51,17,,
131,51,18,,
239,51,19,,
343,51,19,,
219,51,20,,
89,51,20,,
353,51,20,,
281,51,21,,
487,51,21,,
143,51,21,,
323,51,21,,
63,51,22,,
145,51,22,,
403,51,22,,
123,51,23,,
55,51,24,,
379,51,24,,
51,51,24,,
315,51,25,,
427,51,25,,
133,51,25,,
185,51,25,,
503,51,26,,
337,51,27,,
415,51,27,,
279,51,28,,
331,51,28,,
473,51,28,,
19,51,28,,
449,51,29,,
71,51,29,,
397,51,30,,
477,51,31,,
325,51,31,,
299,51,32,,
13,51,32,,
25,51,33,,
227,51,33,,
293,51,34,,
365,51,34,,
481,51,36,,
419,51,36,,
7,51,38,,
223,51,38,,
273,51,39,,
179,51,41,,
455,51,41,,
233,51,42,,
265,51,43,,
53,51,47,,
457,51,49,,
479,51,50,,
189,51,50,,
351,51,50,,
493,51,55,,
49,51,57,,
67,51,58,,
217,51,63,,
209,51,64,,
499,51,65,,
459,51,67,,
467,51,71,,
91,51,72,,
407,51,73,,
249,51,74,,
99,51,76,,
97,51,77,,
1,51,79,,
401,51,81,,
329,51,83,,
147,51,84,,
321,51,86,,
497,51,87,,
187,51,87,,
203,51,93,,
347,51,94,,
135,51,95,,
349,51,102,,
409,51,107,,
363,51,107,,
221,51,108,,
73,51,108,,
471,51,117,,
257,51,123,,
469,51,129,,
441,51,130,,
213,51,131,,
5,51,132,,
199,51,132,,
 ,51,133,,
277,51,135,,
21,51,139,,
381,51,139,,
291,51,140,,
41,51,148,,
241,51,152,,
373,51,161,,
139,51,181,,
423,51,193,,
157,51,200,,
61,51,202,,
451,51,203,,
361,51,209,,
37,51,222,,
183,51,234,,
367,51,244,,
231,51,254,,
85,51,256,,
485,51,264,,
215,51,269,,
491,51,271,,
181,51,282,,
375,51,337,,
309,51,341,,
39,51,342,,
167,51,344,,
141,51,344,,
121,51,346,,
251,51,359,,
303,51,432,,
27,51,464,,
245,51,559,,
339,51,646,,
355,51,692,,
453,51,1111,,
29,51,1961,,
113,51,2841,,
439,51,2866,,
201,51,3240,,
33,52,,,
29,52,,,
55,52,,,
31,52,,,
25,52,13,,
1,52,16,,
15,52,17,,
17,52,19,,
37,52,19,,
23,52,26,,
43,52,26,,
19,52,35,,
47,52,36,,
51,52,42,,
13,52,52,,
7,52,59,,
27,52,61,,
39,52,67,,
999,52,75,,
41,52,86,,
5,52,146,,
45,52,175,,
3,52,188,,
 ,52,215,,
21,52,221,,
53,52,322,,
11,52,466,,
49,52,731,,
57,52,892,,
35,52,2148,,
 ,53,,,
9,53,41,,
13,53,103,,
1,53,123,,
0,53,190,,
17,53,193,,
5,53,206,,
19,53,217,,
25,53,246,,
3,53,260,,
15,53,384,,
21,53,464,,
23,53,484,,
27,53,486,,
11,53,971,,
7,53,1190,,
610,55,,,
775,55,,,
91,55,,,
45,55,,,
17,55,11,,
678,55,12,,
43,55,13,,
103,55,16,,
735,55,18,,
685,55,18,,
115,55,19,,
21,55,21,,
36,55,22,,
157,55,24,,
580,55,24,,
181,55,25,,
 ,55,25,,
830,55,26,,
620,55,26,,
75,55,27,,
595,55,28,,
23,55,31,,
127,55,32,,
183,55,33,,
97,55,35,,
101,55,35,,
81,55,36,,
683,55,38,,
145,55,41,,
159,55,44,,
131,55,44,,
133,55,45,,
570,55,45,,
175,55,45,,
530,55,48,,
119,55,49,,
5,55,50,,
63,55,51,,
99,55,51,,
113,55,51,,
7,55,53,,
111,55,53,,
25,55,53,,
49,55,54,,
149,55,54,,
640,55,56,,
515,55,56,,
720,55,57,,
193,55,62,,
65,55,62,,
57,55,64,,
125,55,66,,
750,55,66,,
630,55,74,,
37,55,76,,
840,55,77,,
199,55,77,,
53,55,80,,
11,55,80,,
1,55,83,,
141,55,85,,
79,55,85,,
107,55,87,,
117,55,92,,
510,55,93,,
13,55,95,,
77,55,101,,
93,55,101,,
163,55,108,,
71,55,109,,
33,55,114,,
29,55,116,,
61,55,117,,
137,55,119,,
135,55,119,,
95,55,121,,
69,55,124,,
73,55,133,,
147,55,134,,
83,55,136,,
109,55,137,,
790,55,138,,
85,55,139,,
179,55,143,,
9,55,143,,
660,55,149,,
35,55,151,,
0,55,151,,
730,55,152,,
197,55,153,,
820,55,162,,
3,55,175,,
670,55,179,,
155,55,183,,
690,55,188,,
27,55,195,,
187,55,198,,
165,55,202,,
540,55,205,,
51,55,210,,
15,55,211,,
167,55,211,,
177,55,222,,
173,55,223,,
161,55,230,,
47,55,233,,
19,55,249,,
139,55,252,,
171,55,255,,
31,55,281,,
121,55,281,,
191,55,284,,
520,55,289,,
800,55,291,,
169,55,296,,
67,55,307,,
185,55,364,,
59,55,365,,
153,55,372,,
143,55,398,,
89,55,404,,
105,55,444,,
550,55,456,,
195,55,494,,
87,55,517,,
650,55,556,,
680,55,593,,
590,55,599,,
740,55,601,,
41,55,623,,
770,55,727,,
810,55,752,,
700,55,840,,
760,55,908,,
710,55,1208,,
23,56,,,
55,56,20,,
69,56,23,,
13,56,27,,
0,56,33,,
 ,56,37,,
43,56,38,,
59,56,43,,
19,56,52,,
1,56,54,,
51,56,79,,
75,56,109,,
37,56,112,,
39,56,117,,
49,56,125,,
17,56,127,,
21,56,182,,
29,56,186,,
47,56,217,,
3,56,225,,
31,56,232,,
71,56,324,,
65,56,332,,
9,56,342,,
7,56,375,,
25,56,456,,
27,56,604,,
41,56,645,,
45,56,660,,
73,56,714,,
15,56,745,,
57,56,753,,
5,56,768,,
67,56,1179,,
77,56,1242,,
35,56,1290,,
11,56,2273,,
61,56,2346,,
63,56,4187,,
33,56,4863,,
53,56,5466,,
 ,57,,,
73,57,15,,
21,57,16,,
71,57,16,,
17,57,16,,
93,57,24,,
63,57,29,,
85,57,30,,
13,57,33,,
105,57,34,,
95,57,37,,
23,57,38,,
41,57,44,,
9,57,48,,
75,57,50,,
91,57,51,,
31,57,54,,
65,57,55,,
57,57,56,,
15,57,57,,
89,57,68,,
7,57,75,,
1,57,77,,
103,57,78,,
27,57,81,,
49,57,81,,
109,57,83,,
97,57,84,,
29,57,84,,
87,57,97,,
67,57,100,,
37,57,117,,
5,57,124,,
77,57,140,,
25,57,144,,
79,57,144,,
0,57,146,,
69,57,175,,
53,57,176,,
59,57,180,,
83,57,183,,
3,57,186,,
43,57,189,,
45,57,195,,
33,57,198,,
61,57,206,,
35,57,210,,
51,57,211,,
19,57,211,,
101,57,221,,
47,57,223,,
81,57,271,,
55,57,304,,
107,57,315,,
99,57,363,,
11,57,686,,
39,57,824,,
999,58,,,
37,58,28,,
91,58,38,,
 ,58,43,,
51,58,44,,
78,58,49,,
65,58,71,,
23,58,76,,
11,58,89,,
41,58,108,,
61,58,119,,
77,58,123,,
7,58,127,,
99,58,130,,
47,58,136,,
121,58,150,,
49,58,159,,
123,58,161,,
29,58,166,,
103,58,166,,
89,58,178,,
53,58,185,,
119,58,193,,
113,58,196,,
129,58,196,,
13,58,203,,
67,58,204,,
15,58,205,,
93,58,212,,
137,58,228,,
45,58,231,,
3,58,237,,
43,58,257,,
107,58,257,,
19,58,275,,
125,58,289,,
81,58,290,,
115,58,291,,
131,58,336,,
21,58,337,,
1,58,342,,
109,58,350,,
95,58,352,,
83,58,356,,
33,58,360,,
5,58,367,,
135,58,384,,
75,58,404,,
69,58,442,,
71,58,444,,
57,58,447,,
85,58,500,,
39,58,502,,
17,58,511,,
127,58,551,,
27,58,570,,
111,58,607,,
55,58,653,,
63,58,659,,
31,58,663,,
133,58,746,,
117,58,753,,
97,58,763,,
139,58,934,,
35,58,940,,
73,58,979,,
87,58,987,,
141,58,1226,,
59,58,1242,,
101,58,1587,,
105,58,2546,,
25,58,2646,,
9,58,2651,,
79,58,10389,,
39,59,,,
19,59,,,
35,59,,,
11,59,,,
45,59,,,
 ,59,,,
23,59,15,,
27,59,18,,
43,59,22,,
31,59,24,,
17,59,26,,
5,59,29,,
3,59,32,,
33,59,49,,
9,59,54,,
29,59,60,,
15,59,67,,
41,59,75,,
1,59,87,,
7,59,155,,
13,59,170,,
37,59,187,,
25,59,418,,
21,59,436,,
